ax,ay,az,gx,gy,gz,timestamp
0.7231069207191467,1.4785000085830688,3.939706563949585,-5.436842918395996,-1.6294432878494263,-4.774908542633057,2024-06-19T10:31:33.251
2.0691351890563965,1.8250303268432617,2.190361976623535,-5.869786262512207,-2.9655165672302246,-3.376570701599121,2024-06-19T10:31:33.271
3.175060749053955,2.473235607147217,0.5229356288909912,-5.23729944229126,-3.9265871047973633,-0.8420543074607849,2024-06-19T10:31:33.291
3.6862645149230957,3.069719076156616,-0.9351338744163513,-4.698716163635254,-3.388369560241699,2.7157886028289795,2024-06-19T10:31:33.311
3.4461498260498047,3.6717751026153564,-2.2311201095581055,-4.443840980529785,-1.1395989656448364,6.66402006149292,2024-06-19T10:31:33.331
2.024832248687744,3.5377554893493652,-4.318840026855469,-0.980414867401123,0.25638800859451294,9.017992973327637,2024-06-19T10:31:33.351
-0.45006901025772095,2.573793649673462,-4.285178184509277,2.9768757820129395,0.9979311227798462,8.706303596496582,2024-06-19T10:31:33.371
-2.6979053020477295,1.0968589782714844,-2.3124232292175293,4.407376289367676,0.5262020230293274,6.469387054443359,2024-06-19T10:31:33.391
-4.499085426330566,-0.33242982625961304,-1.0856603384017944,4.947867393493652,-0.4575292468070984,2.6050922870635986,2024-06-19T10:31:33.411
-5.114498138427734,-0.911395788192749,-0.5471275448799133,5.730560302734375,-1.2836391925811768,-1.4802227020263672,2024-06-19T10:31:33.431
-4.265922546386719,-0.8991686105728149,0.4184717535972595,5.546626091003418,-0.9222590923309326,-4.079439640045166,2024-06-19T10:31:33.451
-2.9704411029815674,-0.5355548858642578,1.6659064292907715,3.8023221492767334,1.0450495481491089,-5.0893025398254395,2024-06-19T10:31:33.471
-1.776334524154663,-0.17599019408226013,2.780032157897949,1.5550823211669922,1.3310962915420532,-5.704538822174072,2024-06-19T10:31:33.491
-0.7661269903182983,0.4283636212348938,3.4917454719543457,-1.0219132900238037,-0.3093559443950653,-6.212459087371826,2024-06-19T10:31:33.511
0.2929753065109253,1.0942316055297852,3.4189796447753906,-3.3470983505249023,-2.123107671737671,-6.088923454284668,2024-06-19T10:31:33.531
1.4837234020233154,1.5884090662002563,2.3340296745300293,-4.301390171051025,-3.279019832611084,-4.725227355957031,2024-06-19T10:31:33.551
2.5204076766967773,2.0425477027893066,1.5431771278381348,-5.66411828994751,-2.837895631790161,-2.3456172943115234,2024-06-19T10:31:33.571
3.470673084259033,2.575239419937134,0.3551023006439209,-6.250370025634766,-2.6389200687408447,0.8569925427436829,2024-06-19T10:31:33.591
3.5325050354003906,3.3487799167633057,-1.2974830865859985,-5.271395683288574,-2.399951457977295,4.240477561950684,2024-06-19T10:31:33.611
3.0629384517669678,3.8006622791290283,-3.298675537109375,-1.9777945280075073,-1.9749654531478882,7.753739356994629,2024-06-19T10:31:33.631
1.1577179431915283,3.3046329021453857,-4.1450910568237305,1.6699625253677368,-0.5743853449821472,9.526400566101074,2024-06-19T10:31:33.651
-1.5318326950073242,2.057591199874878,-3.1133480072021484,3.5978240966796875,-0.09382076561450958,8.148458480834961,2024-06-19T10:31:33.671
-3.72849178314209,0.6536067724227905,-1.8945127725601196,4.745450973510742,-1.345227599143982,4.287344932556152,2024-06-19T10:31:33.691
-4.685039520263672,-0.2603406012058258,-1.340947151184082,5.943027019500732,-1.905525803565979,0.055326156318187714,2024-06-19T10:31:33.711
-4.432621002197266,-0.5392928123474121,-0.6797794699668884,6.762417316436768,-1.1093484163284302,-3.1434004306793213,2024-06-19T10:31:33.731
-3.636742115020752,-0.4113268256187439,0.4772346019744873,6.679605960845947,0.7713882327079773,-5.337463855743408,2024-06-19T10:31:33.750
-2.3815603256225586,0.2428005337715149,2.321413993835449,5.031818389892578,1.4200999736785889,-6.533804893493652,2024-06-19T10:31:33.770
-0.833328366279602,0.7663830518722534,3.7927515506744385,1.9884977340698242,0.011946411803364754,-6.519506454467773,2024-06-19T10:31:33.790
0.4747554361820221,1.1993253231048584,4.30947732925415,-1.9223408699035645,-0.8585944771766663,-5.695219993591309,2024-06-19T10:31:33.810
1.4876182079315186,1.5073895454406738,3.5781474113464355,-4.435519695281982,-1.558698296546936,-4.360785961151123,2024-06-19T10:31:33.830
2.623549461364746,1.6517462730407715,2.043734073638916,-4.577331066131592,-3.059866428375244,-2.184934616088867,2024-06-19T10:31:33.850
3.0692501068115234,1.915370225906372,1.1584820747375488,-5.175820827484131,-3.7842555046081543,0.5302610993385315,2024-06-19T10:31:33.870
3.2238101959228516,2.6374294757843018,0.015241563320159912,-6.121977806091309,-2.716533899307251,4.008567810058594,2024-06-19T10:31:33.890
2.400813102722168,3.333632469177246,-1.6946717500686646,-5.3539652824401855,-2.046752691268921,6.799562931060791,2024-06-19T10:31:33.910
