ax,ay,az,gx,gy,gz,timestamp
-3.3200724124908447,-0.6581276059150696,3.0071358680725098,-1.323192834854126,2.9525704383850098,-0.5145798921585083,2024-06-17T21:49:04.111
-3.0161492824554443,-0.13249844312667847,3.2498464584350586,-2.3563668727874756,1.0841203927993774,-2.095287322998047,2024-06-17T21:49:04.131
-2.621643304824829,0.23838841915130615,3.2882697582244873,-3.4908833503723145,-0.4671463966369629,-3.5514299869537354,2024-06-17T21:49:04.151
-2.1560938358306885,0.6530959010124207,3.639491081237793,-5.851741790771484,-1.3872003555297852,-4.568966865539551,2024-06-17T21:49:04.171
-1.5994620323181152,1.4501020908355713,3.327610492706299,-9.105610847473145,-2.3948276042938232,-5.3109636306762695,2024-06-17T21:49:04.191
-0.9486984014511108,2.3378188610076904,1.585473895072937,-10.978832244873047,-3.3462259769439697,-5.528079986572266,2024-06-17T21:49:04.211
-0.4324038028717041,3.3494350910186768,-1.2102015018463135,-10.743982315063477,-4.915464878082275,-4.979523181915283,2024-06-17T21:49:04.231
0.2900211215019226,3.0422122478485107,-4.976153373718262,-6.089447975158691,-4.907321453094482,-3.9621851444244385,2024-06-17T21:49:04.251
1.2488818168640137,2.168229579925537,-5.403541088104248,-0.7952461242675781,-3.8918769359588623,-1.9738342761993408,2024-06-17T21:49:04.271
1.3054120540618896,1.4561145305633545,-3.795278549194336,1.3967971801757812,-1.5340018272399902,0.25636306405067444,2024-06-17T21:49:04.291
0.24100828170776367,0.6847538948059082,-2.208336591720581,1.514906644821167,0.7484921813011169,0.835155725479126,2024-06-17T21:49:04.311
0.016771018505096436,0.24424174427986145,-1.4095758199691772,1.6834826469421387,0.592197060585022,0.0058553507551550865,2024-06-17T21:49:04.331
0.4307522177696228,0.19375047087669373,-1.0197796821594238,2.5717201232910156,-0.1161363497376442,0.07325856387615204,2024-06-17T21:49:04.351
0.34889572858810425,0.10265597701072693,-0.4498768448829651,2.904067039489746,-0.10675173252820969,0.4370359182357788,2024-06-17T21:49:04.371
0.135583758354187,0.03570002317428589,-0.0995287299156189,2.4883203506469727,0.20865383744239807,0.7466416954994202,2024-06-17T21:49:04.391
-0.14120221138000488,-0.1419525146484375,-0.06591939926147461,1.8540810346603394,0.5074353814125061,0.9138849377632141,2024-06-17T21:49:04.411
-0.4347471594810486,-0.3773103356361389,-0.35744887590408325,1.6288608312606812,0.2284729778766632,0.7692468762397766,2024-06-17T21:49:04.431
-0.6973844766616821,-0.4989733099937439,-0.7945457696914673,2.377793550491333,0.10552869737148285,0.6089699864387512,2024-06-17T21:49:04.451
-1.0608351230621338,-0.5728685855865479,-0.8515652418136597,3.4348254203796387,-0.04677741602063179,0.173008993268013,2024-06-17T21:49:04.471
-1.4130454063415527,-0.5540724396705627,-0.6173332333564758,4.422557830810547,-0.3006223738193512,-0.7449307441711426,2024-06-17T21:49:04.491
-1.4278161525726318,-0.4927847385406494,-0.14156216382980347,4.831360816955566,-0.8967694044113159,-2.008152484893799,2024-06-17T21:49:04.511
-1.1760329008102417,-0.2770729660987854,0.13965070247650146,4.637391090393066,-1.4104042053222656,-2.97617769241333,2024-06-17T21:49:04.531
-1.023620367050171,-0.09161108732223511,0.24671758711338043,4.081824779510498,-1.5936254262924194,-3.644606351852417,2024-06-17T21:49:04.551
-0.985431969165802,0.0520859956741333,0.23908346891403198,3.5668323040008545,-1.3983018398284912,-4.389394760131836,2024-06-17T21:49:04.571
-0.8482768535614014,0.3049202561378479,0.26661789417266846,3.1135659217834473,-0.9656561613082886,-5.01974630355835,2024-06-17T21:49:04.590
-0.5901944637298584,0.5981490015983582,0.4397772550582886,2.5114083290100098,-0.5944939255714417,-5.43241548538208,2024-06-17T21:49:04.610
-0.29376649856567383,0.8761774897575378,0.625428318977356,1.7416373491287231,-0.44239985942840576,-5.533306121826172,2024-06-17T21:49:04.630
0.03999893367290497,1.2406033277511597,0.8151228427886963,0.6424046158790588,-0.6542216539382935,-5.181360721588135,2024-06-17T21:49:04.650
0.19774013757705688,1.4136419296264648,0.8240185976028442,-0.6848624348640442,-1.0465377569198608,-4.833880424499512,2024-06-17T21:49:04.670
0.3141499161720276,1.629424810409546,0.6318624019622803,-2.0977697372436523,-0.412478506565094,-4.4094109535217285,2024-06-17T21:49:04.690
0.4951746463775635,2.039949655532837,0.2965121269226074,-3.4114394187927246,1.2945538759231567,-4.169908046722412,2024-06-17T21:49:04.710
1.5088653564453125,2.535536527633667,-0.5046402812004089,-3.356121778488159,2.4844319820404053,-3.576443910598755,2024-06-17T21:49:04.730
3.2661690711975098,3.132399082183838,-0.9575817584991455,-2.0867726802825928,1.5466135740280151,-0.8210114240646362,2024-06-17T21:49:04.750
4.212550163269043,3.555708885192871,-1.5975124835968018,-0.24474148452281952,-0.20619286596775055,3.516022205352783,2024-06-17T21:49:04.770
3.544135570526123,4.026529788970947,-1.776085615158081,0.5659379363059998,0.41139402985572815,8.011399269104004,2024-06-17T21:49:04.790
1.6169922351837158,4.153593063354492,-1.4877557754516602,-0.45378485321998596,2.333395481109619,10.757349014282227,2024-06-17T21:49:04.810
-0.5020637512207031,3.8223910331726074,-1.7890315055847168,-0.8620194792747498,3.0290563106536865,11.32026481628418,2024-06-17T21:49:04.830
-2.9122045040130615,2.6432881355285645,-2.334803581237793,1.6210778951644897,2.9979207515716553,9.77077579498291,2024-06-17T21:49:04.850
-3.9863314628601074,1.5886818170547485,-0.7766402959823608,3.398059368133545,3.1490561962127686,7.913331508636475,2024-06-17T21:49:04.870
-4.845500469207764,0.32651668787002563,1.0883618593215942,3.5169382095336914,2.397085428237915,6.110708713531494,2024-06-17T21:49:04.890
-5.3267316818237305,-1.1929805278778076,2.2729649543762207,4.220702171325684,-0.08022687584161758,2.7141177654266357,2024-06-17T21:49:04.910
-4.5254225730896,-1.0976872444152832,3.9090700149536133,3.3293144702911377,-2.1698083877563477,-0.4444979131221771,2024-06-17T21:49:04.930
-2.736323118209839,-0.201332688331604,5.355696201324463,-1.3137562274932861,-2.2812352180480957,-2.3478012084960938,2024-06-17T21:49:04.950
-1.0604453086853027,0.8694105744361877,4.808850288391113,-7.148131847381592,-1.7692033052444458,-2.5235543251037598,2024-06-17T21:49:04.970
-0.0848151445388794,1.667035698890686,3.4624691009521484,-12.00170612335205,-1.0716111660003662,-2.417188882827759,2024-06-17T21:49:04.990
0.11532610654830933,3.149045705795288,0.06878562271595001,-13.333701133728027,-2.743135690689087,-1.9204741716384888,2024-06-17T21:49:05.010
0.049314022064208984,2.657048225402832,-4.224271297454834,-7.219940662384033,-3.36537766456604,-0.7231184244155884,2024-06-17T21:49:05.030
-0.009819984436035156,1.3253250122070312,-4.172894477844238,-2.4508473873138428,-3.441572427749634,-0.3986036777496338,2024-06-17T21:49:05.050
0.2761821150779724,0.5067703127861023,-3.118077039718628,-1.0973892211914062,-1.682267189025879,0.2432730346918106,2024-06-17T21:49:05.070
0.15131103992462158,-0.003945112228393555,-2.5501034259796143,-0.531067967414856,0.03505312278866768,0.48817718029022217,2024-06-17T21:49:05.090
